"input" "reason" "matches" "symbol" "organism.shortName" "length" "tairShortDescription" "tairAliases" "secondaryIdentifier" "primaryIdentifier" "tairCuratorSummary" "class" "tairComputationalDescription"
"AT2G25355" "MATCH" "1" "AT2G25355" "A. thaliana" "2632" "PNAS-3 related" "" "locus:505006271" "AT2G25355" "NULL" "Gene" "PNAS-3-like protein;(source:Araport11)"
"AT1G21580" "MATCH" "1" "AT1G21580" "A. thaliana" "8775" "Zinc finger C-x8-C-x5-C-x3-H type family protein" "SOP1" "locus:2027077" "AT1G21580" "Encodes a zinc-finger protein that co-localizes with the exosome-associated RNA helicase HEN2 and functions as a co-factor of nuclear RNA quality control by the nucleoplasmic exosome." "Gene" "Zinc finger C-x8-C-x5-C-x3-H type family protein;(source:Araport11)"
"AT4G34135" "MATCH" "1" "UGT73B2" "A. thaliana" "2285" "UDP-glucosyltransferase 73B2" "UGT73B2" "locus:505006555" "AT4G34135" "The At4g34135 gene encodes a flavonol 7-O-glucosyltransferase (EC 2.4.1.237) that glucosylates also with a 20 fold lower activity flavonols (kaempferol and quercetin) at the 3-O-position." "Gene" "UDP-glucosyltransferase 73B2;(source:Araport11)"
"AT3G11840" "MATCH" "1" "PUB24" "A. thaliana" "1631" "plant U-box 24" "PUB24" "locus:2081506" "AT3G11840" "Encodes a U-box-domain-containing E3 ubiquitin ligase that acts as a negative regulator of PAMP-triggered immunity." "Gene" "E3 ubiquitin-protein ligase PUB24-like protein;(source:Araport11)"
"AT4G23130" "MATCH" "1" "CRK5" "A. thaliana" "2730" "cysteine-rich RLK (RECEPTOR-like protein kinase) 5" "CRK5, RLK6" "locus:2121611" "AT4G23130" "Encodes a receptor-like protein kinase. Naming convention from Chen et al 2003 (PMID 14756307). Acts as a negative regulator of leaf aging. t WRKY53 and CRK5 are antagonistic  regulators of chlorophyll synthesis/degradation, senescence, and stomatal conductance." "Gene" "cysteine-rich RLK (RECEPTOR-like protein kinase) 5;(source:Araport11)"
"AT5G40480" "MATCH" "1" "EMB3012" "A. thaliana" "11142" "embryo defective 3012" "EMB3012" "locus:2155652" "AT5G40480" "NULL" "Gene" "embryo defective 3012;(source:Araport11)"
"AT1G33560" "MATCH" "1" "ADR1" "A. thaliana" "3352" "Disease resistance protein (CC-NBS-LRR class) family" "ADR1" "locus:2006932" "AT1G33560" "Encodes a  NBS-LRR disease resistance protein that possesses N-terminal kinase subdomains. Activation tagged mutant of ADR1 showed elevated levels of SA and reactive oxygen species in addition to number of defense gene transcripts. Exhibits resistance to number of microbial pathogens." "Gene" "Disease resistance protein (CC-NBS-LRR class) family;(source:Araport11)"
"AT1G56460" "MATCH" "1" "AT1G56460" "A. thaliana" "3570" "HIT zinc finger ;PAPA-1-like conserved region" "IES2C" "locus:2010703" "AT1G56460" "NULL" "Gene" "HIT zinc finger and PAPA-1-like domain-containing protein;(source:Araport11)"
"AT1G33440" "MATCH" "1" "AT1G33440" "A. thaliana" "3056" "Major facilitator superfamily protein" "AtNPF4.4, NPF4.4, NRT1.13" "locus:2006907" "AT1G33440" "NULL" "Gene" "Major facilitator superfamily protein;(source:Araport11)"
"AT5G43630" "MATCH" "1" "TZP" "A. thaliana" "3946" "zinc knuckle (CCHC-type) family protein" "TZP" "locus:2158372" "AT5G43630" "Encodes a zinc knuckle protein that negatively regulates morning specific growth. The role of TZP in hypocotyl elongation was established through a QTL analysis of BayXSha RIL populations. The Bay-0 allele contains a deletion causing a frameshift mutation. TZP is under circadian control and acts to regulate morning-specific hypocotyl growth. The mRNA is cell-to-cell mobile." "Gene" "zinc knuckle (CCHC-type) family protein;(source:Araport11)"
"AT2G38440" "MATCH" "1" "SCAR2" "A. thaliana" "5987" "SCAR homolog 2" "ATSCAR2, DIS3, ITB1, SCAR2, WAVE4" "locus:2057155" "AT2G38440" "Encodes a subunit of the WAVE complex. The WAVE complex is required for activation of ARP2/3 complex which functions in actin microfilament nucleation and branching.   Mutations cause defects in both the actin and microtubule cytoskeletons that result in aberrant epidermal cell expansion. itb1 mutants showed irregularities in trichome branch positioning and expansion. The SHD domain of this protein binds to BRK1 and overexpression of the SHD domain results in a dominant negative phenotype. The mRNA is cell-to-cell mobile." "Gene" "SCAR homolog 2;(source:Araport11)"
"AT1G66140" "MATCH" "1" "ZFP4" "A. thaliana" "2288" "zinc finger protein 4" "ZFP4" "locus:2013820" "AT1G66140" "Encodes a zinc finger protein containing only a single zinc finger." "Gene" "zinc finger protein 4;(source:Araport11)"
"AT1G11310" "MATCH" "1" "MLO2" "A. thaliana" "3734" "Seven transmembrane MLO family protein" "ATMLO2, MLO2, PMR2" "locus:2202064" "AT1G11310" "A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO2 belongs to the clade IV, with AtMLO3, AtMLO6 and AtMLO12. The gene is expressed during early seedling growth, in roots, in vascular system of cotyledons and young leaves,and in fruit abscission zone; it was not expressed in anthers and pollen, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s). mlo resistance in A. thaliana does not involve the signaling molecules ethylene, jasmonic acid or salicylic acid, but requires a syntaxin, glycosyl hydrolase and ABC transporter. It is a novel virulence target of the P. syringae type III secreted effector HopZ2." "Gene" "Seven transmembrane MLO family protein;(source:Araport11)"
"AT1G67590" "MATCH" "1" "AT1G67590" "A. thaliana" "1968" "Remorin family protein" "" "locus:2008625" "AT1G67590" "NULL" "Gene" "Remorin family protein;(source:Araport11)"
"AT4G23010" "MATCH" "1" "UTR2" "A. thaliana" "2728" "UDP-galactose transporter 2" "ATUTR2, UTR2" "locus:2127163" "AT4G23010" "NULL" "Gene" "UDP-galactose transporter 2;(source:Araport11)"
"AT3G20440" "MATCH" "1" "EMB2729" "A. thaliana" "7296" "Alpha amylase family protein" "BE1, EMB2729" "locus:2092349" "AT3G20440" "Encodes BE1, a putative glycoside hydrolase. Involved in organogenesis and somatic embryogenesis by regulating carbohydrate metabolism. Mutation in BE1 has pleotrophic effect on the whole plant development." "Gene" "Alpha amylase family protein;(source:Araport11)"
"AT2G30600" "MATCH" "1" "AT2G30600" "A. thaliana" "4871" "BTB/POZ domain-containing protein" "" "locus:2064362" "AT2G30600" "NULL" "Gene" "BTB/POZ domain-containing protein;(source:Araport11)"
"AT3G44990" "MATCH" "1" "XTH31" "A. thaliana" "1910" "xyloglucan endo-transglycosylase-related 8" "AtXTH31, ATXTR8, XTH31, XTR8" "locus:2075919" "AT3G44990" "Encodes a xyloglucan endotransglycosylase/hydrolase. Protein sequence and phylogenetic analysis indicates that this enzyme resides in Group III-A of the XTH family, with high similarity to Tropaeolum majus (nasturtium) xyloglucanase 1 (TmNXG1).Enzyme kinetic analysis indicates predominant xyloglucan endo-hydrolase activity (EC 3.2.1.151) with only limited potential to act as a xyloglucan endo-transglycosylase (EC 2.4.1.207). Potential heat-priming associated target of ATAF1." "Gene" "xyloglucan endo-transglycosylase-related 8;(source:Araport11)"
"AT5G04020" "MATCH" "1" "AT5G04020" "A. thaliana" "5252" "calmodulin binding" "" "locus:2150615" "AT5G04020" "NULL" "Gene" "calmodulin binding protein;(source:Araport11)"
"AT5G07770" "MATCH" "1" "AT5G07770" "A. thaliana" "5408" "Actin-binding FH2 protein" "AtFH16, FH16" "locus:2160329" "AT5G07770" "NULL" "Gene" "Actin-binding FH2 protein;(source:Araport11)"
"AT1G54010" "MATCH" "1" "AT1G54010" "A. thaliana" "2276" "GDSL-like Lipase/Acylhydrolase superfamily protein" "GELP23, GLL23" "locus:2014390" "AT1G54010" "GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates." "Gene" "GDSL-like Lipase/Acylhydrolase superfamily protein;(source:Araport11)"
"AT2G42940" "MATCH" "1" "AT2G42940" "A. thaliana" "1203" "Predicted AT-hook DNA-binding family protein" "AHL16, TEK" "locus:2045585" "AT2G42940" "Encodes a nuclear matrix protein with  AT-hook DNA binding motifs that acts in the maintenance of genomic integrity by silencing TEs and repeat-containing genes through epigenetic machinery.  It interacts with FVE and MSI5 which are components of HDAC corepressor complexes.  It is expressed in tapetum during the tetrad stage." "Gene" "Putative AT-hook DNA-binding family protein;(source:Araport11)"
"AT4G12570" "MATCH" "1" "UPL5" "A. thaliana" "3928" "ubiquitin protein ligase 5" "UPL5" "locus:2135630" "AT4G12570" "Knock-out mutants showed accelerated senescence of leaves. The mRNA is cell-to-cell mobile." "Gene" "ubiquitin protein ligase 5;(source:Araport11)"
"AT4G02520" "MATCH" "1" "GSTF2" "A. thaliana" "1691" "glutathione S-transferase PHI 2" "ATGSTF2, ATPM24, ATPM24.1, GST2, GSTF2" "locus:2132308" "AT4G02520" "Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim." "Gene" "glutathione S-transferase PHI 2;(source:Araport11)"
"AT4G23140" "MATCH" "1" "CRK6" "A. thaliana" "3196" "cysteine-rich RLK (RECEPTOR-like protein kinase) 6" "CRK6" "locus:2121621" "AT4G23140" "Arabidopsis thaliana receptor-like protein kinase. Naming convention from Chen et al 2003 (PMID 14756307)" "Gene" "cysteine-rich RLK (RECEPTOR-like protein kinase) 6;(source:Araport11)"
"AT3G52250" "MATCH" "1" "AT3G52250" "A. thaliana" "7232" "Duplicated homeodomain-like superfamily protein" "PWR" "locus:2100529" "AT3G52250" "Encodes a protein with a putative role in mRNA splicing. The mRNA is cell-to-cell mobile." "Gene" "Duplicated homeodomain-like superfamily protein;(source:Araport11)"
"AT4G28710" "MATCH" "1" "XIH" "A. thaliana" "10171" "Myosin family protein with Dil domain" "ATXIH, XIH" "locus:2117768" "AT4G28710" "member of Myosin-like proteins The mRNA is cell-to-cell mobile." "Gene" "Myosin family protein with Dil domain-containing protein;(source:Araport11)"
"AT2G41700" "MATCH" "1" "ABCA1" "A. thaliana" "13412" "ATP-binding cassette A1" "ABCA1, AtABCA1" "locus:2054366" "AT2G41700" "NULL" "Gene" "ATP-binding cassette A1;(source:Araport11)"
"AT3G33530" "MATCH" "1" "AT3G33530" "A. thaliana" "8423" "Transducin family protein / WD-40 repeat family protein" "" "locus:2102207" "AT3G33530" "NULL" "Gene" "Transducin family protein / WD-40 repeat family protein;(source:Araport11)"
"AT5G19850" "MATCH" "1" "AT5G19850" "A. thaliana" "1990" "alpha/beta-Hydrolases superfamily protein" "" "locus:2832896" "AT5G19850" "Putative hydrolase" "Gene" "alpha/beta-Hydrolases superfamily protein;(source:Araport11)"
"AT1G09240" "MATCH" "1" "NAS3" "A. thaliana" "1403" "nicotianamine synthase 3" "ATNAS3, NAS3" "locus:2195301" "AT1G09240" "Encodes a nicotianamine synthase." "Gene" "nicotianamine synthase 3;(source:Araport11)"
"AT1G67120" "MATCH" "1" "AT1G67120" "A. thaliana" "26211" "ATPases;nucleotide binding;ATP binding;nucleoside-triphosphatases;transcription factor binding" "AtMDN1, MDN1" "locus:2033661" "AT1G67120" "Represents a homolog of the yeast MDN gene, which encodes a non-ribosomal protein involved in the maturation and assembly of the 60S ribosomal subunit. In Arabidopsis, it is essential for female gametogenesis progression." "Gene" "midasin-like protein;(source:Araport11)"
"AT2G38530" "MATCH" "1" "LTP2" "A. thaliana" "1224" "lipid transfer protein 2" "AtLtpI-5, cdf3, LP2, LTP2" "locus:2064107" "AT2G38530" "Involved in lipid transfer between membranes and plays a role in maintaining the integrity of the cuticle-cell wall interface. Belongs to a family of Lipid transfer proteins. Sequence similarity to other plant/Arabidopsis LPT genes but highest similarity to LPT1. Stress and pathogen-inducible motifs found in the upstream region. Expressed in flower, leaves and siliques but absent in roots. Predicted to be a member of PR-14 pathogenesis-related protein family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15." "Gene" "lipid transfer protein 2;(source:Araport11)"
"AT5G18525" "MATCH" "1" "AT5G18525" "A. thaliana" "7087" "protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases" "gfs12" "locus:1006230455" "AT5G18525" "Encodes a BEACH domain containing protein that is involved in targeting storage proteins to the protein storage vacuoles and effector triggered immunity to Psuedomonas syringae." "Gene" "protein serine/threonine kinase;(source:Araport11)"
"AT4G13770" "MATCH" "1" "CYP83A1" "A. thaliana" "2001" "cytochrome P450, family 83, subfamily A, polypeptide 1" "CYP83A1, REF2" "locus:2119500" "AT4G13770" "Encodes a cytochrome p450 enzyme that catalyzes the initial conversion of aldoximes to thiohydroximates in the synthesis of glucosinolates not derived from tryptophan.   Also has a role in auxin homeostasis." "Gene" "cytochrome P450, family 83, subfamily A, polypeptide 1;(source:Araport11)"
"AT4G12320" "MATCH" "1" "CYP706A6" "A. thaliana" "3093" "cytochrome P450, family 706, subfamily A, polypeptide 6" "CYP706A6" "locus:2139114" "AT4G12320" "member of CYP706A" "Gene" "cytochrome P450, family 706, subfamily A, polypeptide 6;(source:Araport11)"
"AT5G55860" "MATCH" "1" "AT5G55860" "A. thaliana" "3054" "Plant protein of unknown function (DUF827)" "TREPH1" "locus:2176625" "AT5G55860" "WEB1/PMI2 related protein involved in mecahnotransduction.TREPH1 is phosphorylated at position S625 in response to touch, and this is required for mechanosensitive growth response." "Gene" "weak chloroplast movement under blue light protein (DUF827);(source:Araport11)"
"AT2G30930" "MATCH" "1" "AT2G30930" "A. thaliana" "1424" "NULL" "" "locus:2052776" "AT2G30930" "NULL" "Gene" "hypothetical protein;(source:Araport11)"
"AT5G06770" "MATCH" "1" "AT5G06770" "A. thaliana" "2310" "KH domain-containing protein / zinc finger (CCCH type) family protein" "AtC3H52, AtKH23, KHZ2" "locus:2170169" "AT5G06770" "KHZ2  is a CCCH zinc-finger and KH domain protein belonging to the VII subfamily. It is expressed throughout the plant. Highly similar to KHZ1.Double mutants with khz1 are  late flowering. Overexpression leads to increased rates of leaf senescence." "Gene" "KH domain-containing protein / zinc finger (CCCH type) family protein;(source:Araport11)"
"AT1G70890" "MATCH" "1" "MLP43" "A. thaliana" "1132" "MLP-like protein 43" "MLP43" "locus:2013950" "AT1G70890" "NULL" "Gene" "MLP-like protein 43;(source:Araport11)"
"AT5G56950" "MATCH" "1" "NAP1;3" "A. thaliana" "3245" "nucleosome assembly protein 1;3" "NAP1;3, NFA03, NFA3" "locus:2164595" "AT5G56950" "Encodes a member of a small gene family of proteins with similarity to nucleosome assembly proteins.May function in nucleotide excision repair. Loss of function mutations have no obvious visible phenotypes but do seem to affect transcription of NER related genes. Plants mutated in three ubiquitously expressed NAP1 genes (NAP1;1~NAP1;3) and organ-specifically expressed NAP1;4 gene show hypersensitivity to genotoxic stresses including UV and DSB-inducing agent Bleomycin. The NAP1 genes act synergistically with NRP genes in promoting somatic homologous recombination." "Gene" "nucleosome assembly protein 1;(source:Araport11)"
"AT5G45820" "MATCH" "1" "CIPK20" "A. thaliana" "1923" "CBL-interacting protein kinase 20" "CIPK20, PKS18, SnRK3.6" "locus:2152380" "AT5G45820" "Encodes a CBL-interacting serine/threonine protein kinase comprised of an N-terminal kinase catalytic domain similar to SNF1/AMPK and a unique C-terminal regulatory domain." "Gene" "CBL-interacting protein kinase 20;(source:Araport11)"
"AT2G47000" "MATCH" "1" "ABCB4" "A. thaliana" "5701" "ATP binding cassette subfamily B4" "ABCB4, AtABCB4, ATPGP4, MDR4, PGP4" "locus:2041434" "AT2G47000" "Encodes an auxin efflux transmembrane transporter that is a member of the multidrug resistance  P-glycoprotein (MDR/PGP) subfamily of ABC transporters. Functions in the basipetal  redirection of auxin from the root tip. Exhibits apolar plasma membrane localization in the root cap and polar localization in tissues above and is involved in root hair elongation." "Gene" "ATP binding cassette subfamily B4;(source:Araport11)"
"AT3G10530" "MATCH" "1" "AT3G10530" "A. thaliana" "3049" "Transducin/WD40 repeat-like superfamily protein" "" "locus:2075750" "AT3G10530" "NULL" "Gene" "Transducin/WD40 repeat-like superfamily protein;(source:Araport11)"
"AT1G78370" "MATCH" "1" "GSTU20" "A. thaliana" "1270" "glutathione S-transferase TAU 20" "ATGSTU20, GSTU20" "locus:2032020" "AT1G78370" "Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)." "Gene" "glutathione S-transferase TAU 20;(source:Araport11)"
"AT5G40380" "MATCH" "1" "CRK42" "A. thaliana" "3694" "cysteine-rich RLK (RECEPTOR-like protein kinase) 42" "CRK42" "locus:2170598" "AT5G40380" "Encodes a cysteine-rich receptor-like protein kinase." "Gene" "cysteine-rich RLK (RECEPTOR-like protein kinase) 42;(source:Araport11)"
"AT1G06080" "MATCH" "1" "ADS1" "A. thaliana" "2849" "delta 9 desaturase 1" "ADS1, AtADS1" "locus:2198786" "AT1G06080" "Encodes a protein homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.  It is involved in the desaturation of VLCFAs to make monounsaturated VLCFAs." "Gene" "delta 9 desaturase 1;(source:Araport11)"
"AT4G00450" "MATCH" "1" "CCT" "A. thaliana" "10436" "RNA polymerase II transcription mediators" "CCT, CRP, MED12" "locus:2126056" "AT4G00450" "Encodes the Arabidopsis homolog of the transcriptional regulator MED12, is dynamically expressed during embryogenesis and regulates both developmental timing and the radial pattern formation. Involved in flowering time. The mutant enhances the expression of the flowering time (FT) gene. A knockout mutant of this gene showed late-flowering phenotype." "Gene" "RNA polymerase II transcription mediator;(source:Araport11)"
"AT1G32450" "MATCH" "1" "NRT1.5" "A. thaliana" "4842" "nitrate transporter 1.5" "AtNPF7.3, NPF7.3, NRT1.5" "locus:2033776" "AT1G32450" "Transmembrane nitrate transporter. Involved in xylem transport of nitrate from root to shoot. Induced in response to high and low concentrations of nitrate. Not involved in nitrate uptake. Expressed in root pericycle cells under the control of MYB59. Also functions as a proton-coupled H+/K+ antiporter for K+ loading into the xylem." "Gene" "nitrate transporter 1.5;(source:Araport11)"
"AT1G56120" "MATCH" "1" "AT1G56120" "A. thaliana" "6445" "Leucine-rich repeat transmembrane protein kinase" "" "locus:2205260" "AT1G56120" "LRR-MAL RK" "Gene" "Leucine-rich repeat transmembrane protein kinase;(source:Araport11)"
"AT1G59870" "MATCH" "1" "PEN3" "A. thaliana" "5704" "ABC-2 and Plant PDR ABC-type transporter family protein" "ABCG36, ATABCG36, ATPDR8, PDR8, PEN3" "locus:2025931" "AT1G59870" "ATP binding cassette transporter. Localized to the plasma membrane in uninfected cells. In infected leaves, the protein concentrated at  infection sites. Contributes to nonhost resistance to inappropriate pathogens that enter by direct penetration in a salicylic acid�dependent manner. Required for mlo resistance.  Has Cd transporter activity (Cd2+ extrusion pump) and contributes to heavy metal resistance. The mRNA is cell-to-cell mobile." "Gene" "ABC-2 and Plant PDR ABC-type transporter family protein;(source:Araport11)"
"AT2G06850" "MATCH" "1" "XTH4" "A. thaliana" "2295" "xyloglucan endotransglucosylase/hydrolase 4" "EXGT-A1, EXT, XTH4" "locus:2065821" "AT2G06850" "endoxyloglucan transferase (EXGT-A1) gene" "Gene" "xyloglucan endotransglucosylase/hydrolase 4;(source:Araport11)"
"AT1G35720" "MATCH" "1" "ANNAT1" "A. thaliana" "2072" "annexin 1" "ANN1, ANNAT1, AtANN1, ATOXY5, OXY5" "locus:2011344" "AT1G35720" "Encodes a member of the annexin gene family, a diverse, multigene family of calcium-dependent, membrane-binding proteins. The protein was determined to have peroxidase activity. This activity is thought to be dependent on the presence of post-translational modifications (most likely phosphorylation). The protein was shown to be present as a mixture of monomer and homodimer. The homodimerization seems to be dependent on the presence of Ca2+ or H2O2. The dimerization was prevented by the addition of DTT, &#946;-mercaptoethanol and TCEP. Annat1 mRNA is expressed in flowers, roots,leaves and stems and is most abundant in stems. mRNA levels are increased in response to oxidative stress.  Developmental expression patterns suggest a role in Golgi-mediated polysaccharide secretion. It is a Ca  2+-permeable transporter providing a molecular link between reactive oxygen species and cytosolic Ca 2+ in plants. The mRNA is cell-to-cell mobile." "Gene" "annexin 1;(source:Araport11)"
"AT5G25040" "MATCH" "1" "AT5G25040" "A. thaliana" "2585" "Major facilitator superfamily protein" "" "locus:2179275" "AT5G25040" "NULL" "Gene" "Major facilitator superfamily protein;(source:Araport11)"
"AT1G11410" "MATCH" "1" "AT1G11410" "A. thaliana" "3603" "S-locus lectin protein kinase family protein" "" "locus:2200136" "AT1G11410" "NULL" "Gene" "S-locus lectin protein kinase family protein;(source:Araport11)"
"AT2G38540" "MATCH" "1" "LP1" "A. thaliana" "951" "lipid transfer protein 1" "ATLTP1, AtLtpI-4, LP1, LTP1" "locus:2064212" "AT2G38540" "Non-specific lipid transfer protein. Binds calmodulin in a Ca2+-independent manner. Localized to the cell wall. Specifically expressed in L1 epidermal layer. Predicted to be a member of PR-14 pathogenesis-related protein family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15. The mRNA is cell-to-cell mobile." "Gene" "lipid transfer protein 1;(source:Araport11)"
"AT4G36580" "MATCH" "1" "AT4G36580" "A. thaliana" "3096" "AAA-type ATPase family protein" "ATAD3B2, SBA4" "locus:2115285" "AT4G36580" "Homologue of animal ATPase Family AAA Domain-Containing Protein 3 (ATAD3),   which is involved in mitochondrial nucleoid organization; interacts with SHOT1." "Gene" "AAA-type ATPase family protein;(source:Araport11)"
"AT3G45860" "MATCH" "1" "CRK4" "A. thaliana" "3174" "cysteine-rich RLK (RECEPTOR-like protein kinase) 4" "CRK4" "locus:2077147" "AT3G45860" "Encodes a cysteine-rich receptor-like protein kinase.  Involved in programmed cell death and defense response to pathogen." "Gene" "cysteine-rich RLK (RECEPTOR-like protein kinase) 4;(source:Araport11)"
"AT5G05210" "MATCH" "1" "AT5G05210" "A. thaliana" "2449" "Surfeit locus protein 6" "" "locus:2156809" "AT5G05210" "Surfeit locus protein 6, Rrp14 ortholog." "Gene" "Surfeit locus protein 6;(source:Araport11)"
"AT5G05570" "MATCH" "1" "AT5G05570" "A. thaliana" "7449" "transducin family protein / WD-40 repeat family protein" "TMS" "locus:2169672" "AT5G05570" "NULL" "Gene" "transducin family protein / WD-40 repeat family protein;(source:Araport11)"
"AT4G15700" "MATCH" "1" "AT4G15700" "A. thaliana" "767" "Thioredoxin superfamily protein" "GRXS3, ROXY11" "locus:2130574" "AT4G15700" "Encodes a member of the CC-type glutaredoxin (ROXY) family. Operates downstream of cytokinins in a signal transduction pathway that negatively regulates plant primary  root growth in response to nitrate." "Gene" "Thioredoxin superfamily protein;(source:Araport11)"
"AT5G07990" "MATCH" "1" "TT7" "A. thaliana" "2810" "Cytochrome P450 superfamily protein" "CYP75B1, D501, TT7" "locus:2142878" "AT5G07990" "Required for flavonoid 3' hydroxylase activity. Enzyme abundance relative to CHS determines Quercetin/Kaempferol metabolite ratio. The mRNA is cell-to-cell mobile." "Gene" "Cytochrome P450 superfamily protein;(source:Araport11)"
"AT3G06170" "MATCH" "1" "AT3G06170" "A. thaliana" "2549" "Serinc-domain containing serine and sphingolipid biosynthesis protein" "" "locus:2082415" "AT3G06170" "NULL" "Gene" "Serinc-domain containing serine and sphingolipid biosynthesis protein;(source:Araport11)"
"AT3G33528" "MATCH" "1" "AT3G33528" "A. thaliana" "1707" "NULL" "" "locus:4010713799" "AT3G33528" "NULL" "Gene" "hypothetical protein;(source:Araport11)"
"AT1G22540" "MATCH" "1" "AT1G22540" "A. thaliana" "2624" "Major facilitator superfamily protein" "NPF5.10" "locus:2009487" "AT1G22540" "NULL" "Gene" "Major facilitator superfamily protein;(source:Araport11)"
"AT1G14850" "MATCH" "1" "NUP155" "A. thaliana" "7037" "nucleoporin 155" "NUP155" "locus:2006802" "AT1G14850" "Encodes a protein similar to nucleoporin, a a major component of the nuclear pore complex (NPC) involved in cellular nucleo-cytoplasmic transport" "Gene" "nucleoporin 155;(source:Araport11)"
